i,e,y,u,
8142,0.000,25.000,1747.743,
8143,0.000,25.000,1747.743,
8144,0.000,25.000,1747.743,
8145,0.000,25.000,1747.743,
8146,0.000,25.000,1747.743,
8147,0.000,25.000,1747.743,
8148,0.000,25.000,1747.743,
8149,0.000,25.000,1747.743,
8150,0.000,25.000,1747.743,
8151,0.000,25.000,1747.743,
8152,0.000,25.000,1747.743,
8153,0.000,25.000,1747.743,
8154,0.000,25.000,1747.743,
8155,0.000,25.000,1747.743,
8156,0.000,25.000,1747.743,
8157,0.000,25.000,1747.743,
8158,0.000,25.000,1747.743,
8159,0.000,25.000,1747.743,
8160,0.000,25.000,1747.743,
8161,0.000,25.000,1747.743,
8162,0.000,25.000,1747.743,
8163,0.000,25.000,1747.743,
8164,0.000,25.000,1747.743,
8165,0.000,25.000,1747.743,
8166,0.000,25.000,1747.743,
8167,0.000,25.000,1747.743,
8168,0.000,25.000,1747.743,
8169,0.000,25.000,1747.743,
8170,0.000,25.000,1747.743,
8171,0.000,25.000,1747.743,
8172,0.000,25.000,1747.743,
8173,0.000,25.000,1747.743,
8174,0.000,25.000,1747.743,
8175,0.000,25.000,1747.743,
8176,0.000,25.000,1747.743,
8177,0.000,25.000,1747.743,
8178,0.000,25.000,1747.743,
8179,0.000,25.000,1747.743,
8180,0.000,25.000,1747.743,
8181,0.000,25.000,1747.743,
8182,0.000,25.000,1747.743,
8183,0.000,25.000,1747.743,
8184,0.000,25.000,1747.743,
8185,0.000,25.000,1747.743,
8186,0.000,25.000,1747.743,
8187,0.000,25.000,1747.743,
8188,0.000,25.000,1747.743,
8189,0.000,25.000,1747.743,
8190,0.000,25.000,1747.743,
8191,0.000,25.000,1747.743,
8192,0.000,25.000,1747.743,
8193,0.000,25.000,1747.743,
8194,0.000,25.000,1747.743,
8195,0.000,25.000,1747.743,
8196,0.000,25.000,1747.743,
8197,0.000,25.000,1747.743,
8198,0.000,25.000,1747.743,
8199,0.000,25.000,1747.743,
8200,0.000,25.000,1747.743,
8201,0.000,25.000,1747.743,
8202,0.000,25.000,1747.743,
8203,0.000,25.000,1747.743,
8204,0.000,25.000,1747.743,
8205,0.000,25.000,1747.743,
8206,0.000,25.000,1747.743,
8207,0.000,25.000,1747.743,
8208,0.000,25.000,1747.743,
8209,0.000,25.000,1747.743,
8210,0.000,25.000,1747.743,
8211,0.000,25.000,1747.743,
8212,0.000,25.000,1747.743,
8213,0.000,25.000,1747.743,
8214,0.000,25.000,1747.743,
8215,0.000,25.000,1747.743,
8216,0.000,25.000,1747.743,
8217,0.000,25.000,1747.743,
8218,0.000,25.000,1747.743,
8219,0.000,25.000,1747.743,
8220,0.000,25.000,1747.743,
8221,0.000,25.000,1747.743,
8222,0.000,25.000,1747.743,
8223,0.000,25.000,1747.743,
8224,0.000,25.000,1747.743,
8225,0.000,25.000,1747.743,
8226,0.000,25.000,1747.743,
8227,0.000,25.000,1747.743,
8228,0.000,25.000,1747.743,
8229,0.000,25.000,1747.743,
8230,0.000,25.000,1747.743,
8231,0.000,25.000,1747.743,
8232,0.000,25.000,1747.743,
8233,0.000,25.000,1747.743,
8234,0.000,25.000,1747.743,
8235,0.000,25.000,1747.743,
8236,0.000,25.000,1747.743,
8237,0.000,25.000,1747.743,
8238,0.000,25.000,1747.743,
8239,0.000,25.000,1747.743,
8240,0.000,25.000,1747.743,
8241,0.000,25.000,1747.743,
8242,0.000,25.000,1747.743,
8243,0.000,25.000,1747.743,
8244,0.000,25.000,1747.743,
8245,0.000,25.000,1747.743,
8246,0.000,25.000,1747.743,
8247,0.000,25.000,1747.743,
8248,0.000,25.000,1747.743,
8249,0.000,25.000,1747.743,
8250,0.000,25.000,1747.743,
8251,0.000,25.000,1747.743,
8252,0.000,25.000,1747.743,
8253,0.000,25.000,1747.743,
8254,0.000,25.000,1747.743,
8255,0.000,25.000,1747.743,
8256,0.000,25.000,1747.743,
8257,0.000,25.000,1747.743,
8258,0.000,25.000,1747.743,
8259,0.000,25.000,1747.743,
8260,0.000,25.000,1747.743,
8261,0.000,25.000,1747.743,
8262,0.000,25.000,1747.743,
8263,0.000,25.000,1747.743,
8264,0.000,25.000,1747.743,
8265,0.000,25.000,1747.743,
8266,0.000,25.000,1747.743,
8267,0.000,25.000,1747.743,
8268,0.000,25.000,1747.743,
8269,0.000,25.000,1747.743,
8270,0.000,25.000,1747.743,
8271,0.000,25.000,1747.743,
8272,0.000,25.000,1747.743,
8273,0.000,25.000,1747.743,
8274,0.000,25.000,1747.743,
8275,0.000,25.000,1747.743,
8276,0.000,25.000,1747.743,
8277,0.000,25.000,1747.743,
8278,0.000,25.000,1747.743,
8279,0.000,25.000,1747.743,
8280,0.000,25.000,1747.743,
8281,0.000,25.000,1747.743,
8282,0.000,25.000,1747.743,
8283,0.000,25.000,1747.743,
8284,0.000,25.000,1747.743,
8285,0.000,25.000,1747.743,
8286,0.000,25.000,1747.743,
8287,0.000,25.000,1747.743,
8288,0.000,25.000,1747.743,
8289,0.000,25.000,1747.743,
8290,0.000,25.000,1747.743,
8291,0.000,25.000,1747.743,
8292,0.000,25.000,1747.743,
8293,0.000,25.000,1747.743,
8294,0.000,25.000,1747.743,
8295,0.000,25.000,1747.743,
8296,0.000,25.000,1747.743,
8297,0.000,25.000,1747.743,
8298,0.000,25.000,1747.743,
8299,0.000,25.000,1747.743,
8300,0.000,25.000,1747.743,
8301,0.000,25.000,1747.743,
8302,0.000,25.000,1747.743,
8303,0.000,25.000,1747.743,
8304,0.000,25.000,1747.743,
8305,0.000,25.000,1747.743,
8306,0.000,25.000,1747.743,
8307,0.000,25.000,1747.743,
8308,0.000,25.000,1747.743,
8309,0.000,25.000,1747.743,
8310,0.000,25.000,1747.743,
8311,0.000,25.000,1747.743,
8312,0.000,25.000,1747.743,
8313,0.000,25.000,1747.743,
8314,0.000,25.000,1747.743,
8315,0.000,25.000,1747.743,
8316,0.000,25.000,1747.743,
8317,0.000,25.000,1747.743,
8318,0.000,25.000,1747.743,
8319,0.000,25.000,1747.743,
8320,0.000,25.000,1747.743,
8321,0.000,25.000,1747.743,
8322,0.000,25.000,1747.743,
8323,0.000,25.000,1747.743,
8324,0.000,25.000,1747.743,
8325,0.000,25.000,1747.743,
8326,0.000,25.000,1747.743,
8327,0.000,25.000,1747.743,
8328,0.000,25.000,1747.743,
8329,0.000,25.000,1747.743,
8330,0.000,25.000,1747.743,
8331,0.000,25.000,1747.743,
8332,0.000,25.000,1747.743,
8333,0.000,25.000,1747.743,
8334,0.000,25.000,1747.743,
8335,0.000,25.000,1747.743,
8336,0.000,25.000,1747.743,
8337,0.000,25.000,1747.743,
8338,0.000,25.000,1747.743,
8339,0.000,25.000,1747.743,
8340,0.000,25.000,1747.743,
8341,0.000,25.000,1747.743,
8342,0.000,25.000,1747.743,
8343,0.000,25.000,1747.743,
8344,0.000,25.000,1747.743,
8345,0.000,25.000,1747.743,
8346,0.000,25.000,1747.743,
8347,0.000,25.000,1747.743,
8348,0.000,25.000,1747.743,
8349,0.000,25.000,1747.743,
8350,0.000,25.000,1747.743,
8351,0.000,25.000,1747.743,
8352,0.000,25.000,1747.743,
8353,0.000,25.000,1747.743,
8354,0.000,25.000,1747.743,
8355,0.000,25.000,1747.743,
8356,0.000,25.000,1747.743,
8357,0.000,25.000,1747.743,
8358,0.000,25.000,1747.743,
8359,0.000,25.000,1747.743,
8360,0.000,25.000,1747.743,
8361,0.000,25.000,1747.743,
8362,0.000,25.000,1747.743,
8363,0.000,25.000,1747.743,
8364,0.000,25.000,1747.743,
8365,0.000,25.000,1747.743,
8366,0.000,25.000,1747.743,
8367,0.000,25.000,1747.743,
8368,0.000,25.000,1747.743,
8369,0.000,25.000,1747.743,
8370,0.000,25.000,1747.743,
8371,0.000,25.000,1747.743,
8372,0.000,25.000,1747.743,
8373,0.000,25.000,1747.743,
8374,0.000,25.000,1747.743,
8375,0.000,25.000,1747.743,
8376,0.000,25.000,1747.743,
8377,0.000,25.000,1747.743,
8378,0.000,25.000,1747.743,
8379,0.000,25.000,1747.743,
8380,0.000,25.000,1747.743,
8381,0.000,25.000,1747.743,
8382,0.000,25.000,1747.743,
8383,0.000,25.000,1747.743,
8384,0.000,25.000,1747.743,
8385,0.000,25.000,1747.743,
8386,0.000,25.000,1747.743,
8387,0.000,25.000,1747.743,
8388,0.000,25.000,1747.743,
8389,0.000,25.000,1747.743,
8390,0.000,25.000,1747.743,
8391,0.000,25.000,1747.743,
8392,0.000,25.000,1747.743,
8393,0.000,25.000,1747.743,
8394,0.000,25.000,1747.743,
8395,0.000,25.000,1747.743,
8396,0.000,25.000,1747.743,
8397,0.000,25.000,1747.743,
8398,0.000,25.000,1747.743,
8399,0.000,25.000,1747.743,
8400,0.000,25.000,1747.743,
8401,0.000,25.000,1747.743,
8402,0.000,25.000,1747.743,
8403,0.000,25.000,1747.743,
8404,0.000,25.000,1747.743,
8405,0.000,25.000,1747.743,
8406,0.000,25.000,1747.743,
8407,0.000,25.000,1747.743,
8408,0.000,25.000,1747.743,
8409,0.000,25.000,1747.743,
8410,0.000,25.000,1747.743,
8411,0.000,25.000,1747.743,
8412,0.000,25.000,1747.743,
8413,0.000,25.000,1747.743,
8414,0.000,25.000,1747.743,
8415,0.000,25.000,1747.743,
8416,0.000,25.000,1747.743,
8417,0.000,25.000,1747.743,
8418,0.000,25.000,1747.743,
8419,0.000,25.000,1747.743,
8420,0.000,25.000,1747.743,
8421,0.000,25.000,1747.743,
8422,0.000,25.000,1747.743,
8423,0.000,25.000,1747.743,
8424,0.000,25.000,1747.743,
8425,0.000,25.000,1747.743,
8426,0.000,25.000,1747.743,
8427,0.000,25.000,1747.743,
8428,0.000,25.000,1747.743,
8429,0.000,25.000,1747.743,
8430,0.000,25.000,1747.743,
8431,0.000,25.000,1747.743,
8432,0.000,25.000,1747.743,
8433,0.000,25.000,1747.743,
8434,0.000,25.000,1747.743,
8435,0.000,25.000,1747.743,
8436,0.000,25.000,1747.743,
8437,0.000,25.000,1747.743,
8438,0.000,25.000,1747.743,
8439,0.000,25.000,1747.743,
8440,0.000,25.000,1747.743,
8441,0.000,25.000,1747.743,
8442,0.000,25.000,1747.743,
8443,0.000,25.000,1747.743,
8444,0.000,25.000,1747.743,
8445,0.000,25.000,1747.743,
8446,0.000,25.000,1747.743,
8447,0.000,25.000,1747.743,
8448,0.000,25.000,1747.743,
8449,0.000,25.000,1747.743,
8450,0.000,25.000,1747.743,
8451,0.000,25.000,1747.743,
8452,0.000,25.000,1747.743,
8453,0.000,25.000,1747.743,
8454,0.000,25.000,1747.743,
8455,0.000,25.000,1747.743,
8456,0.000,25.000,1747.743,
8457,0.000,25.000,1747.743,
8458,0.000,25.000,1747.743,
8459,0.000,25.000,1747.743,
8460,0.000,25.000,1747.743,
8461,0.000,25.000,1747.743,
8462,0.000,25.000,1747.743,
8463,0.000,25.000,1747.743,
8464,0.000,25.000,1747.743,
8465,0.000,25.000,1747.743,
8466,0.000,25.000,1747.743,
8467,0.000,25.000,1747.743,
8468,0.000,25.000,1747.743,
8469,0.000,25.000,1747.743,
8470,0.000,25.000,1747.743,
8471,0.000,25.000,1747.743,
8472,0.000,25.000,1747.743,
8473,0.000,25.000,1747.743,
8474,0.000,25.000,1747.743,
8475,0.000,25.000,1747.743,
8476,0.000,25.000,1747.743,
8477,0.000,25.000,1747.743,
8478,0.000,25.000,1747.743,
8479,0.000,25.000,1747.743,
8480,0.000,25.000,1747.743,
8481,0.000,25.000,1747.743,
8482,0.000,25.000,1747.743,
8483,0.000,25.000,1747.743,
8484,0.000,25.000,1747.743,
8485,0.000,25.000,1747.743,
8486,0.000,25.000,1747.743,
8487,0.000,25.000,1747.743,
8488,0.000,25.000,1747.743,
8489,0.000,25.000,1747.743,
8490,0.000,25.000,1747.743,
8491,0.000,25.000,1747.743,
8492,0.000,25.000,1747.743,
8493,0.000,25.000,1747.743,
8494,0.000,25.000,1747.743,
8495,0.000,25.000,1747.743,
8496,0.000,25.000,1747.743,
8497,0.000,25.000,1747.743,
8498,0.000,25.000,1747.743,
8499,0.000,25.000,1747.743,
8500,0.000,25.000,1747.743,
8501,0.000,25.000,1747.743,
8502,0.000,25.000,1747.743,
8503,0.000,25.000,1747.743,
8504,0.000,25.000,1747.743,
8505,0.000,25.000,1747.743,
8506,0.000,25.000,1747.743,
8507,0.000,25.000,1747.743,
8508,0.000,25.000,1747.743,
8509,0.000,25.000,1747.743,
8510,0.000,25.000,1747.743,
8511,0.000,25.000,1747.743,
8512,0.000,25.000,1747.743,
8513,0.000,25.000,1747.743,
8514,0.000,25.000,1747.743,
8515,0.000,25.000,1747.743,
8516,0.000,25.000,1747.743,
8517,0.000,25.000,1747.743,
8518,0.000,25.000,1747.743,
8519,0.000,25.000,1747.743,
8520,0.000,25.000,1747.743,
8521,0.000,25.000,1747.743,
8522,0.000,25.000,1747.743,
8523,0.000,25.000,1747.743,
8524,0.000,25.000,1747.743,
8525,0.000,25.000,1747.743,
8526,0.000,25.000,1747.743,
8527,0.000,25.000,1747.743,
8528,0.000,25.000,1747.743,
8529,0.000,25.000,1747.743,
8530,0.000,25.000,1747.743,
8531,0.000,25.000,1747.743,
8532,0.000,25.000,1747.743,
8533,0.000,25.000,1747.743,
8534,0.000,25.000,1747.743,
8535,0.000,25.000,1747.743,
8536,0.000,25.000,1747.743,
8537,0.000,25.000,1747.743,
8538,0.000,25.000,1747.743,
8539,0.000,25.000,1747.743,
8540,0.000,25.000,1747.743,
8541,0.000,25.000,1747.743,
8542,0.000,25.000,1747.743,
8543,0.000,25.000,1747.743,
8544,0.000,25.000,1747.743,
8545,0.000,25.000,1747.743,
8546,0.000,25.000,1747.743,
8547,0.000,25.000,1747.743,
8548,0.000,25.000,1747.743,
8549,0.000,25.000,1747.743,
8550,0.000,25.000,1747.743,
8551,0.000,25.000,1747.743,
8552,0.000,25.000,1747.743,
8553,0.000,25.000,1747.743,
8554,0.000,25.000,1747.743,
8555,0.000,25.000,1747.743,
8556,0.000,25.000,1747.743,
8557,0.000,25.000,1747.743,
8558,0.000,25.000,1747.743,
8559,0.000,25.000,1747.743,
8560,0.000,25.000,1747.743,
8561,0.000,25.000,1747.743,
8562,0.000,25.000,1747.743,
8563,0.000,25.000,1747.743,
8564,0.000,25.000,1747.743,
8565,0.000,25.000,1747.743,
8566,0.000,25.000,1747.743,
8567,0.000,25.000,1747.743,
8568,0.000,25.000,1747.743,
8569,0.000,25.000,1747.743,
8570,0.000,25.000,1747.743,
8571,0.000,25.000,1747.743,
8572,0.000,25.000,1747.743,
8573,0.000,25.000,1747.743,
8574,0.000,25.000,1747.743,
8575,0.000,25.000,1747.743,
8576,0.000,25.000,1747.743,
8577,0.000,25.000,1747.743,
8578,0.000,25.000,1747.743,
8579,0.000,25.000,1747.743,
8580,0.000,25.000,1747.743,
8581,0.000,25.000,1747.743,
8582,0.000,25.000,1747.743,
8583,0.000,25.000,1747.743,
8584,0.000,25.000,1747.743,
8585,0.000,25.000,1747.743,
8586,0.000,25.000,1747.743,
8587,0.000,25.000,1747.743,
8588,0.000,25.000,1747.743,
8589,0.000,25.000,1747.743,
8590,0.000,25.000,1747.743,
8591,0.000,25.000,1747.743,
8592,0.000,25.000,1747.743,
8593,0.000,25.000,1747.743,
8594,0.000,25.000,1747.743,
8595,0.000,25.000,1747.743,
8596,0.000,25.000,1747.743,
8597,0.000,25.000,1747.743,
8598,0.000,25.000,1747.743,
8599,0.000,25.000,1747.743,
8600,0.000,25.000,1747.743,
8601,0.000,25.000,1747.743,
8602,0.000,25.000,1747.743,
8603,0.000,25.000,1747.743,
8604,0.000,25.000,1747.743,
8605,0.000,25.000,1747.743,
8606,0.000,25.000,1747.743,
8607,0.000,25.000,1747.743,
8608,0.000,25.000,1747.743,
8609,0.000,25.000,1747.743,
8610,0.000,25.000,1747.743,
8611,0.000,25.000,1747.743,
8612,0.000,25.000,1747.743,
8613,0.000,25.000,1747.743,
8614,0.000,25.000,1747.743,
8615,0.000,25.000,1747.743,
8616,0.000,25.000,1747.743,
8617,0.000,25.000,1747.743,
8618,0.000,25.000,1747.743,
8619,0.000,25.000,1747.743,
8620,0.000,25.000,1747.743,
8621,0.000,25.000,1747.743,
8622,0.000,25.000,1747.743,
8623,0.000,25.000,1747.743,
8624,0.000,25.000,1747.743,
8625,0.000,25.000,1747.743,
8626,0.000,25.000,1747.743,
8627,0.000,25.000,1747.743,
8628,0.000,25.000,1747.743,
8629,0.000,25.000,1747.743,
8630,0.000,25.000,1747.743,
8631,0.000,25.000,1747.743,
8632,0.000,25.000,1747.743,
8633,0.000,25.000,1747.743,
8634,0.000,25.000,1747.743,
8635,0.000,25.000,1747.743,
8636,0.000,25.000,1747.743,
8637,0.000,25.000,1747.743,
8638,0.000,25.000,1747.743,
8639,0.000,25.000,1747.743,
8640,0.000,25.000,1747.743,
8641,0.000,25.000,1747.743,
8642,0.000,25.000,1747.743,
8643,0.000,25.000,1747.743,
8644,0.000,25.000,1747.743,
8645,0.000,25.000,1747.743,
8646,0.000,25.000,1747.743,
8647,0.000,25.000,1747.743,
8648,0.000,25.000,1747.743,
8649,0.000,25.000,1747.743,
8650,0.000,25.000,1747.743,
8651,0.000,25.000,1747.743,
8652,0.000,25.000,1747.743,
8653,0.000,25.000,1747.743,
8654,0.000,25.000,1747.743,
8655,0.000,25.000,1747.743,
8656,0.000,25.000,1747.743,
8657,0.000,25.000,1747.743,
8658,0.000,25.000,1747.743,
8659,0.000,25.000,1747.743,
8660,0.000,25.000,1747.743,
8661,0.000,25.000,1747.743,
8662,0.000,25.000,1747.743,
8663,0.000,25.000,1747.743,
8664,0.000,25.000,1747.743,
8665,0.000,25.000,1747.743,
8666,0.000,25.000,1747.743,
8667,0.000,25.000,1747.743,
8668,0.000,25.000,1747.743,
8669,0.000,25.000,1747.743,
8670,0.000,25.000,1747.743,
8671,0.000,25.000,1747.743,
8672,0.000,25.000,1747.743,
8673,0.000,25.000,1747.743,
8674,0.000,25.000,1747.743,
8675,0.000,25.000,1747.743,
8676,0.000,25.000,1747.743,
8677,0.000,25.000,1747.743,
8678,0.000,25.000,1747.743,
8679,0.000,25.000,1747.743,
8680,0.000,25.000,1747.743,
8681,0.000,25.000,1747.743,
8682,0.000,25.000,1747.743,
8683,0.000,25.000,1747.743,
8684,0.000,25.000,1747.743,
8685,0.000,25.000,1747.743,
8686,0.000,25.000,1747.743,
8687,0.000,25.000,1747.743,
8688,0.000,25.000,1747.743,
8689,0.000,25.000,1747.743,
8690,0.000,25.000,1747.743,
8691,0.000,25.000,1747.743,
8692,0.000,25.000,1747.743,
8693,0.000,25.000,1747.743,
8694,0.000,25.000,1747.743,
8695,0.000,25.000,1747.743,
8696,0.000,25.000,1747.743,
8697,0.000,25.000,1747.743,
8698,0.000,25.000,1747.743,
8699,0.000,25.000,1747.743,
8700,0.000,25.000,1747.743,
8701,0.000,25.000,1747.743,
8702,0.000,25.000,1747.743,
8703,0.000,25.000,1747.743,
8704,0.000,25.000,1747.743,
8705,0.000,25.000,1747.743,
8706,0.000,25.000,1747.743,
8707,0.000,25.000,1747.743,
8708,0.000,25.000,1747.743,
8709,0.000,25.000,1747.743,
8710,0.000,25.000,1747.743,
8711,0.000,25.000,1747.743,
8712,0.000,25.000,1747.743,
8713,0.000,25.000,1747.743,
8714,0.000,25.000,1747.743,
8715,0.000,25.000,1747.743,
8716,0.000,25.000,1747.743,
8717,0.000,25.000,1747.743,
8718,0.000,25.000,1747.743,
8719,0.000,25.000,1747.743,
8720,0.000,25.000,1747.743,
8721,0.000,25.000,1747.743,
8722,0.000,25.000,1747.743,
8723,0.000,25.000,1747.743,
8724,0.000,25.000,1747.743,
8725,0.000,25.000,1747.743,
8726,0.000,25.000,1747.743,
8727,0.000,25.000,1747.743,
8728,0.000,25.000,1747.743,
8729,0.000,25.000,1747.743,
8730,0.000,25.000,1747.743,
8731,0.000,25.000,1747.743,
8732,0.000,25.000,1747.743,
8733,0.000,25.000,1747.743,
8734,0.000,25.000,1747.743,
8735,0.000,25.000,1747.743,
8736,0.000,25.000,1747.743,
8737,0.000,25.000,1747.743,
8738,0.000,25.000,1747.743,
8739,0.000,25.000,1747.743,
8740,0.000,25.000,1747.743,
8741,0.000,25.000,1747.743,
8742,0.000,25.000,1747.743,
8743,0.000,25.000,1747.743,
8744,0.000,25.000,1747.743,
8745,0.000,25.000,1747.743,
8746,0.000,25.000,1747.743,
8747,0.000,25.000,1747.743,
8748,0.000,25.000,1747.743,
8749,0.000,25.000,1747.743,
8750,0.000,25.000,1747.743,
8751,0.000,25.000,1747.743,
8752,0.000,25.000,1747.743,
8753,0.000,25.000,1747.743,
8754,0.000,25.000,1747.743,
8755,0.000,25.000,1747.743,
8756,0.000,25.000,1747.743,
8757,0.000,25.000,1747.743,
8758,0.000,25.000,1747.743,
8759,0.000,25.000,1747.743,
8760,0.000,25.000,1747.743,
8761,0.000,25.000,1747.743,
8762,0.000,25.000,1747.743,
8763,0.000,25.000,1747.743,
8764,0.000,25.000,1747.743,
8765,0.000,25.000,1747.743,
8766,0.000,25.000,1747.743,
8767,0.000,25.000,1747.743,
8768,0.000,25.000,1747.743,
8769,0.000,25.000,1747.743,
8770,0.000,25.000,1747.743,
8771,0.000,25.000,1747.743,
8772,0.000,25.000,1747.743,
8773,0.000,25.000,1747.743,
8774,0.000,25.000,1747.743,
8775,0.000,25.000,1747.743,
8776,0.000,25.000,1747.743,
8777,0.000,25.000,1747.743,
8778,0.000,25.000,1747.743,
8779,0.000,25.000,1747.743,
8780,0.000,25.000,1747.743,
8781,0.000,25.000,1747.743,
8782,0.000,25.000,1747.743,
8783,0.000,25.000,1747.743,
8784,0.000,25.000,1747.743,
8785,0.000,25.000,1747.743,
8786,0.000,25.000,1747.743,
8787,0.000,25.000,1747.743,
8788,0.000,25.000,1747.743,
8789,0.000,25.000,1747.743,
8790,0.000,25.000,1747.743,
8791,0.000,25.000,1747.743,
8792,0.000,25.000,1747.743,
8793,0.000,25.000,1747.743,
8794,0.000,25.000,1747.743,
8795,0.000,25.000,1747.743,
8796,0.000,25.000,1747.743,
8797,0.000,25.000,1747.743,
8798,0.000,25.000,1747.743,
8799,0.000,25.000,1747.743,
8800,0.000,25.000,1747.743,
8801,0.000,25.000,1747.743,
8802,0.000,25.000,1747.743,
8803,0.000,25.000,1747.743,
8804,0.000,25.000,1747.743,
8805,0.000,25.000,1747.743,
8806,0.000,25.000,1747.743,
8807,0.000,25.000,1747.743,
8808,0.000,25.000,1747.743,
8809,0.000,25.000,1747.743,
8810,0.000,25.000,1747.743,
8811,0.000,25.000,1747.743,
8812,0.000,25.000,1747.743,
8813,0.000,25.000,1747.743,
8814,0.000,25.000,1747.743,
8815,0.000,25.000,1747.743,
8816,0.000,25.000,1747.743,
8817,0.000,25.000,1747.743,
8818,0.000,25.000,1747.743,
8819,0.000,25.000,1747.743,
8820,0.000,25.000,1747.743,
8821,0.000,25.000,1747.743,
8822,0.000,25.000,1747.743,
8823,0.000,25.000,1747.743,
8824,0.000,25.000,1747.743,
8825,0.000,25.000,1747.743,
8826,0.000,25.000,1747.743,
8827,0.000,25.000,1747.743,
8828,0.000,25.000,1747.743,
8829,0.000,25.000,1747.743,
8830,0.000,25.000,1747.743,
8831,0.000,25.000,1747.743,
8832,0.000,25.000,1747.743,
8833,0.000,25.000,1747.743,
8834,0.000,25.000,1747.743,
8835,0.000,25.000,1747.743,
8836,0.000,25.000,1747.743,
8837,0.000,25.000,1747.743,
8838,0.000,25.000,1747.743,
8839,0.000,25.000,1747.743,
8840,0.000,25.000,1747.743,
8841,0.000,25.000,1747.743,
8842,0.000,25.000,1747.743,
8843,0.000,25.000,1747.743,
8844,0.000,25.000,1747.743,
8845,0.000,25.000,1747.743,
8846,0.000,25.000,1747.743,
8847,0.000,25.000,1747.743,
8848,0.000,25.000,1747.743,
8849,0.000,25.000,1747.743,
8850,0.000,25.000,1747.743,
8851,0.000,25.000,1747.743,
8852,0.000,25.000,1747.743,
8853,0.000,25.000,1747.743,
8854,0.000,25.000,1747.743,
8855,0.000,25.000,1747.743,
8856,0.000,25.000,1747.743,
8857,0.000,25.000,1747.743,
8858,0.000,25.000,1747.743,
8859,0.000,25.000,1747.743,
8860,0.000,25.000,1747.743,
8861,0.000,25.000,1747.743,
8862,0.000,25.000,1747.743,
8863,0.000,25.000,1747.743,
8864,0.000,25.000,1747.743,
8865,0.000,25.000,1747.743,
8866,0.000,25.000,1747.743,
8867,0.000,25.000,1747.743,
8868,0.000,25.000,1747.743,
8869,0.000,25.000,1747.743,
8870,0.000,25.000,1747.743,
8871,0.000,25.000,1747.743,
8872,0.000,25.000,1747.743,
8873,0.000,25.000,1747.743,
8874,0.000,25.000,1747.743,
8875,0.000,25.000,1747.743,
8876,0.000,25.000,1747.743,
8877,0.000,25.000,1747.743,
8878,0.000,25.000,1747.743,
8879,0.000,25.000,1747.743,
8880,0.000,25.000,1747.743,
8881,0.000,25.000,1747.743,
8882,0.000,25.000,1747.743,
8883,0.000,25.000,1747.743,
8884,0.000,25.000,1747.743,
8885,0.000,25.000,1747.743,
8886,0.000,25.000,1747.743,
8887,0.000,25.000,1747.743,
8888,0.000,25.000,1747.743,
8889,0.000,25.000,1747.743,
8890,0.000,25.000,1747.743,
8891,0.000,25.000,1747.743,
8892,0.000,25.000,1747.743,
8893,0.000,25.000,1747.743,
8894,0.000,25.000,1747.743,
8895,0.000,25.000,1747.743,
8896,0.000,25.000,1747.743,
8897,0.000,25.000,1747.743,
8898,0.000,25.000,1747.743,
8899,0.000,25.000,1747.743,
8900,0.000,25.000,1747.743,
8901,0.000,25.000,1747.743,
8902,0.000,25.000,1747.743,
8903,0.000,25.000,1747.743,
8904,0.000,25.000,1747.743,
8905,0.000,25.000,1747.743,
8906,0.000,25.000,1747.743,
8907,0.000,25.000,1747.743,
8908,0.000,25.000,1747.743,
8909,0.000,25.000,1747.743,
8910,0.000,25.000,1747.743,
8911,0.000,25.000,1747.743,
8912,0.000,25.000,1747.743,
8913,0.000,25.000,1747.743,
8914,0.000,25.000,1747.743,
8915,0.000,25.000,1747.743,
8916,0.000,25.000,1747.743,
8917,0.000,25.000,1747.743,
8918,0.000,25.000,1747.743,
8919,0.000,25.000,1747.743,
8920,0.000,25.000,1747.743,
8921,0.000,25.000,1747.743,
8922,0.000,25.000,1747.743,
8923,0.000,25.000,1747.743,
8924,0.000,25.000,1747.743,
8925,0.000,25.000,1747.743,
8926,0.000,25.000,1747.743,
8927,0.000,25.000,1747.743,
8928,0.000,25.000,1747.743,
8929,0.000,25.000,1747.743,
8930,0.000,25.000,1747.743,
8931,0.000,25.000,1747.743,
8932,0.000,25.000,1747.743,
8933,0.000,25.000,1747.743,
8934,0.000,25.000,1747.743,
8935,0.000,25.000,1747.743,
8936,0.000,25.000,1747.743,
8937,0.000,25.000,1747.743,
8938,0.000,25.000,1747.743,
8939,0.000,25.000,1747.743,
8940,0.000,25.000,1747.743,
8941,0.000,25.000,1747.743,
8942,0.000,25.000,1747.743,
8943,0.000,25.000,1747.743,
8944,0.000,25.000,1747.743,
8945,0.000,25.000,1747.743,
8946,0.000,25.000,1747.743,
8947,0.000,25.000,1747.743,
8948,0.000,25.000,1747.743,
8949,0.000,25.000,1747.743,
8950,0.000,25.000,1747.743,
8951,0.000,25.000,1747.743,
8952,0.000,25.000,1747.743,
8953,0.000,25.000,1747.743,
8954,0.000,25.000,1747.743,
8955,0.000,25.000,1747.743,
8956,0.000,25.000,1747.743,
8957,0.000,25.000,1747.743,
8958,0.000,25.000,1747.743,
8959,0.000,25.000,1747.743,
8960,0.000,25.000,1747.743,
8961,0.000,25.000,1747.743,
8962,0.000,25.000,1747.743,
8963,0.000,25.000,1747.743,
8964,0.000,25.000,1747.743,
