i,e,y,u,
8965,0.000,25.000,1747.743,
8966,0.000,25.000,1747.743,
8967,0.000,25.000,1747.743,
8968,0.000,25.000,1747.743,
8969,0.000,25.000,1747.743,
8970,0.000,25.000,1747.743,
8971,0.000,25.000,1747.743,
8972,0.000,25.000,1747.743,
8973,0.000,25.000,1747.743,
8974,0.000,25.000,1747.743,
8975,0.000,25.000,1747.743,
8976,0.000,25.000,1747.743,
8977,0.000,25.000,1747.743,
8978,0.000,25.000,1747.743,
8979,0.000,25.000,1747.743,
8980,0.000,25.000,1747.743,
8981,0.000,25.000,1747.743,
8982,0.000,25.000,1747.743,
8983,0.000,25.000,1747.743,
8984,0.000,25.000,1747.743,
8985,0.000,25.000,1747.743,
8986,0.000,25.000,1747.743,
8987,0.000,25.000,1747.743,
8988,0.000,25.000,1747.743,
8989,0.000,25.000,1747.743,
8990,0.000,25.000,1747.743,
8991,0.000,25.000,1747.743,
8992,0.000,25.000,1747.743,
8993,0.000,25.000,1747.743,
8994,0.000,25.000,1747.743,
8995,0.000,25.000,1747.743,
8996,0.000,25.000,1747.743,
8997,0.000,25.000,1747.743,
8998,0.000,25.000,1747.743,
8999,0.000,25.000,1747.743,
9000,0.000,25.000,1747.743,
9001,0.000,25.000,1747.743,
9002,0.000,25.000,1747.743,
9003,0.000,25.000,1747.743,
9004,0.000,25.000,1747.743,
9005,0.000,25.000,1747.743,
9006,0.000,25.000,1747.743,
9007,0.000,25.000,1747.743,
9008,0.000,25.000,1747.743,
9009,0.000,25.000,1747.743,
9010,0.000,25.000,1747.743,
9011,0.000,25.000,1747.743,
9012,0.000,25.000,1747.743,
9013,0.000,25.000,1747.743,
9014,0.000,25.000,1747.743,
9015,0.000,25.000,1747.743,
9016,0.000,25.000,1747.743,
9017,0.000,25.000,1747.743,
9018,0.000,25.000,1747.743,
9019,0.000,25.000,1747.743,
9020,0.000,25.000,1747.743,
9021,0.000,25.000,1747.743,
9022,0.000,25.000,1747.743,
9023,0.000,25.000,1747.743,
9024,0.000,25.000,1747.743,
9025,0.000,25.000,1747.743,
9026,0.000,25.000,1747.743,
9027,0.000,25.000,1747.743,
9028,0.000,25.000,1747.743,
9029,0.000,25.000,1747.743,
9030,0.000,25.000,1747.743,
9031,0.000,25.000,1747.743,
9032,0.000,25.000,1747.743,
9033,0.000,25.000,1747.743,
9034,0.000,25.000,1747.743,
9035,0.000,25.000,1747.743,
9036,0.000,25.000,1747.743,
9037,0.000,25.000,1747.743,
9038,0.000,25.000,1747.743,
9039,0.000,25.000,1747.743,
9040,0.000,25.000,1747.743,
9041,0.000,25.000,1747.743,
9042,0.000,25.000,1747.743,
9043,0.000,25.000,1747.743,
9044,0.000,25.000,1747.743,
9045,0.000,25.000,1747.743,
9046,0.000,25.000,1747.743,
9047,0.000,25.000,1747.743,
9048,0.000,25.000,1747.743,
9049,0.000,25.000,1747.743,
9050,0.000,25.000,1747.743,
9051,0.000,25.000,1747.743,
9052,0.000,25.000,1747.743,
9053,0.000,25.000,1747.743,
9054,0.000,25.000,1747.743,
9055,0.000,25.000,1747.743,
9056,0.000,25.000,1747.743,
9057,0.000,25.000,1747.743,
9058,0.000,25.000,1747.743,
9059,0.000,25.000,1747.743,
9060,0.000,25.000,1747.743,
9061,0.000,25.000,1747.743,
9062,0.000,25.000,1747.743,
9063,0.000,25.000,1747.743,
9064,0.000,25.000,1747.743,
9065,0.000,25.000,1747.743,
9066,0.000,25.000,1747.743,
9067,0.000,25.000,1747.743,
9068,0.000,25.000,1747.743,
9069,0.000,25.000,1747.743,
9070,0.000,25.000,1747.743,
9071,0.000,25.000,1747.743,
9072,0.000,25.000,1747.743,
9073,0.000,25.000,1747.743,
9074,0.000,25.000,1747.743,
9075,0.000,25.000,1747.743,
9076,0.000,25.000,1747.743,
9077,0.000,25.000,1747.743,
9078,0.000,25.000,1747.743,
9079,0.000,25.000,1747.743,
9080,0.000,25.000,1747.743,
9081,0.000,25.000,1747.743,
9082,0.000,25.000,1747.743,
9083,0.000,25.000,1747.743,
9084,0.000,25.000,1747.743,
9085,0.000,25.000,1747.743,
9086,0.000,25.000,1747.743,
9087,0.000,25.000,1747.743,
9088,0.000,25.000,1747.743,
9089,0.000,25.000,1747.743,
9090,0.000,25.000,1747.743,
9091,0.000,25.000,1747.743,
9092,0.000,25.000,1747.743,
9093,0.000,25.000,1747.743,
9094,0.000,25.000,1747.743,
9095,0.000,25.000,1747.743,
9096,0.000,25.000,1747.743,
9097,0.000,25.000,1747.743,
9098,0.000,25.000,1747.743,
9099,0.000,25.000,1747.743,
9100,0.000,25.000,1747.743,
9101,0.000,25.000,1747.743,
9102,0.000,25.000,1747.743,
9103,0.000,25.000,1747.743,
9104,0.000,25.000,1747.743,
9105,0.000,25.000,1747.743,
9106,0.000,25.000,1747.743,
9107,0.000,25.000,1747.743,
9108,0.000,25.000,1747.743,
9109,0.000,25.000,1747.743,
9110,0.000,25.000,1747.743,
9111,0.000,25.000,1747.743,
9112,0.000,25.000,1747.743,
9113,0.000,25.000,1747.743,
9114,0.000,25.000,1747.743,
9115,0.000,25.000,1747.743,
9116,0.000,25.000,1747.743,
9117,0.000,25.000,1747.743,
9118,0.000,25.000,1747.743,
9119,0.000,25.000,1747.743,
9120,0.000,25.000,1747.743,
9121,0.000,25.000,1747.743,
9122,0.000,25.000,1747.743,
9123,0.000,25.000,1747.743,
9124,0.000,25.000,1747.743,
9125,0.000,25.000,1747.743,
9126,0.000,25.000,1747.743,
9127,0.000,25.000,1747.743,
9128,0.000,25.000,1747.743,
9129,0.000,25.000,1747.743,
9130,0.000,25.000,1747.743,
9131,0.000,25.000,1747.743,
9132,0.000,25.000,1747.743,
9133,0.000,25.000,1747.743,
9134,0.000,25.000,1747.743,
9135,0.000,25.000,1747.743,
9136,0.000,25.000,1747.743,
9137,0.000,25.000,1747.743,
9138,0.000,25.000,1747.743,
9139,0.000,25.000,1747.743,
9140,0.000,25.000,1747.743,
9141,0.000,25.000,1747.743,
9142,0.000,25.000,1747.743,
9143,0.000,25.000,1747.743,
9144,0.000,25.000,1747.743,
9145,0.000,25.000,1747.743,
9146,0.000,25.000,1747.743,
9147,0.000,25.000,1747.743,
9148,0.000,25.000,1747.743,
9149,0.000,25.000,1747.743,
9150,0.000,25.000,1747.743,
9151,0.000,25.000,1747.743,
9152,0.000,25.000,1747.743,
9153,0.000,25.000,1747.743,
9154,0.000,25.000,1747.743,
9155,0.000,25.000,1747.743,
9156,0.000,25.000,1747.743,
9157,0.000,25.000,1747.743,
9158,0.000,25.000,1747.743,
9159,0.000,25.000,1747.743,
9160,0.000,25.000,1747.743,
9161,0.000,25.000,1747.743,
9162,0.000,25.000,1747.743,
9163,0.000,25.000,1747.743,
9164,0.000,25.000,1747.743,
9165,0.000,25.000,1747.743,
9166,0.000,25.000,1747.743,
9167,0.000,25.000,1747.743,
9168,0.000,25.000,1747.743,
9169,0.000,25.000,1747.743,
9170,0.000,25.000,1747.743,
9171,0.000,25.000,1747.743,
9172,0.000,25.000,1747.743,
9173,0.000,25.000,1747.743,
9174,0.000,25.000,1747.743,
9175,0.000,25.000,1747.743,
9176,0.000,25.000,1747.743,
9177,0.000,25.000,1747.743,
9178,0.000,25.000,1747.743,
9179,0.000,25.000,1747.743,
9180,0.000,25.000,1747.743,
9181,0.000,25.000,1747.743,
9182,0.000,25.000,1747.743,
9183,0.000,25.000,1747.743,
9184,0.000,25.000,1747.743,
9185,0.000,25.000,1747.743,
9186,0.000,25.000,1747.743,
9187,0.000,25.000,1747.743,
9188,0.000,25.000,1747.743,
9189,0.000,25.000,1747.743,
9190,0.000,25.000,1747.743,
9191,0.000,25.000,1747.743,
9192,0.000,25.000,1747.743,
9193,0.000,25.000,1747.743,
9194,0.000,25.000,1747.743,
9195,0.000,25.000,1747.743,
9196,0.000,25.000,1747.743,
9197,0.000,25.000,1747.743,
9198,0.000,25.000,1747.743,
9199,0.000,25.000,1747.743,
9200,0.000,25.000,1747.743,
9201,0.000,25.000,1747.743,
9202,0.000,25.000,1747.743,
9203,0.000,25.000,1747.743,
9204,0.000,25.000,1747.743,
9205,0.000,25.000,1747.743,
9206,0.000,25.000,1747.743,
9207,0.000,25.000,1747.743,
9208,0.000,25.000,1747.743,
9209,0.000,25.000,1747.743,
9210,0.000,25.000,1747.743,
9211,0.000,25.000,1747.743,
9212,0.000,25.000,1747.743,
9213,0.000,25.000,1747.743,
9214,0.000,25.000,1747.743,
9215,0.000,25.000,1747.743,
9216,0.000,25.000,1747.743,
9217,0.000,25.000,1747.743,
9218,0.000,25.000,1747.743,
9219,0.000,25.000,1747.743,
9220,0.000,25.000,1747.743,
9221,0.000,25.000,1747.743,
9222,0.000,25.000,1747.743,
9223,0.000,25.000,1747.743,
9224,0.000,25.000,1747.743,
9225,0.000,25.000,1747.743,
9226,0.000,25.000,1747.743,
9227,0.000,25.000,1747.743,
9228,0.000,25.000,1747.743,
9229,0.000,25.000,1747.743,
9230,0.000,25.000,1747.743,
9231,0.000,25.000,1747.743,
9232,0.000,25.000,1747.743,
9233,0.000,25.000,1747.743,
9234,0.000,25.000,1747.743,
9235,0.000,25.000,1747.743,
9236,0.000,25.000,1747.743,
9237,0.000,25.000,1747.743,
9238,0.000,25.000,1747.743,
9239,0.000,25.000,1747.743,
9240,0.000,25.000,1747.743,
9241,0.000,25.000,1747.743,
9242,0.000,25.000,1747.743,
9243,0.000,25.000,1747.743,
9244,0.000,25.000,1747.743,
9245,0.000,25.000,1747.743,
9246,0.000,25.000,1747.743,
9247,0.000,25.000,1747.743,
9248,0.000,25.000,1747.743,
9249,0.000,25.000,1747.743,
9250,0.000,25.000,1747.743,
9251,0.000,25.000,1747.743,
9252,0.000,25.000,1747.743,
9253,0.000,25.000,1747.743,
9254,0.000,25.000,1747.743,
9255,0.000,25.000,1747.743,
9256,0.000,25.000,1747.743,
9257,0.000,25.000,1747.743,
9258,0.000,25.000,1747.743,
9259,0.000,25.000,1747.743,
9260,0.000,25.000,1747.743,
9261,0.000,25.000,1747.743,
9262,0.000,25.000,1747.743,
9263,0.000,25.000,1747.743,
9264,0.000,25.000,1747.743,
9265,0.000,25.000,1747.743,
9266,0.000,25.000,1747.743,
9267,0.000,25.000,1747.743,
9268,0.000,25.000,1747.743,
9269,0.000,25.000,1747.743,
9270,0.000,25.000,1747.743,
9271,0.000,25.000,1747.743,
9272,0.000,25.000,1747.743,
9273,0.000,25.000,1747.743,
9274,0.000,25.000,1747.743,
9275,0.000,25.000,1747.743,
9276,0.000,25.000,1747.743,
9277,0.000,25.000,1747.743,
9278,0.000,25.000,1747.743,
9279,0.000,25.000,1747.743,
9280,0.000,25.000,1747.743,
9281,0.000,25.000,1747.743,
9282,0.000,25.000,1747.743,
9283,0.000,25.000,1747.743,
9284,0.000,25.000,1747.743,
9285,0.000,25.000,1747.743,
9286,0.000,25.000,1747.743,
9287,0.000,25.000,1747.743,
9288,0.000,25.000,1747.743,
9289,0.000,25.000,1747.743,
9290,0.000,25.000,1747.743,
9291,0.000,25.000,1747.743,
9292,0.000,25.000,1747.743,
9293,0.000,25.000,1747.743,
9294,0.000,25.000,1747.743,
9295,0.000,25.000,1747.743,
9296,0.000,25.000,1747.743,
9297,0.000,25.000,1747.743,
9298,0.000,25.000,1747.743,
9299,0.000,25.000,1747.743,
9300,0.000,25.000,1747.743,
9301,0.000,25.000,1747.743,
9302,0.000,25.000,1747.743,
9303,0.000,25.000,1747.743,
9304,0.000,25.000,1747.743,
9305,0.000,25.000,1747.743,
9306,0.000,25.000,1747.743,
9307,0.000,25.000,1747.743,
9308,0.000,25.000,1747.743,
9309,0.000,25.000,1747.743,
9310,0.000,25.000,1747.743,
9311,0.000,25.000,1747.743,
9312,0.000,25.000,1747.743,
9313,0.000,25.000,1747.743,
9314,0.000,25.000,1747.743,
9315,0.000,25.000,1747.743,
9316,0.000,25.000,1747.743,
9317,0.000,25.000,1747.743,
9318,0.000,25.000,1747.743,
9319,0.000,25.000,1747.743,
9320,0.000,25.000,1747.743,
9321,0.000,25.000,1747.743,
9322,0.000,25.000,1747.743,
9323,0.000,25.000,1747.743,
9324,0.000,25.000,1747.743,
9325,0.000,25.000,1747.743,
9326,0.000,25.000,1747.743,
9327,0.000,25.000,1747.743,
9328,0.000,25.000,1747.743,
9329,0.000,25.000,1747.743,
9330,0.000,25.000,1747.743,
9331,0.000,25.000,1747.743,
9332,0.000,25.000,1747.743,
9333,0.000,25.000,1747.743,
9334,0.000,25.000,1747.743,
9335,0.000,25.000,1747.743,
9336,0.000,25.000,1747.743,
9337,0.000,25.000,1747.743,
9338,0.000,25.000,1747.743,
9339,0.000,25.000,1747.743,
9340,0.000,25.000,1747.743,
9341,0.000,25.000,1747.743,
9342,0.000,25.000,1747.743,
9343,0.000,25.000,1747.743,
9344,0.000,25.000,1747.743,
9345,0.000,25.000,1747.743,
9346,0.000,25.000,1747.743,
9347,0.000,25.000,1747.743,
9348,0.000,25.000,1747.743,
9349,0.000,25.000,1747.743,
9350,0.000,25.000,1747.743,
9351,0.000,25.000,1747.743,
9352,0.000,25.000,1747.743,
9353,0.000,25.000,1747.743,
9354,0.000,25.000,1747.743,
9355,0.000,25.000,1747.743,
9356,0.000,25.000,1747.743,
9357,0.000,25.000,1747.743,
9358,0.000,25.000,1747.743,
9359,0.000,25.000,1747.743,
9360,0.000,25.000,1747.743,
9361,0.000,25.000,1747.743,
9362,0.000,25.000,1747.743,
9363,0.000,25.000,1747.743,
9364,0.000,25.000,1747.743,
9365,0.000,25.000,1747.743,
9366,0.000,25.000,1747.743,
9367,0.000,25.000,1747.743,
9368,0.000,25.000,1747.743,
9369,0.000,25.000,1747.743,
9370,0.000,25.000,1747.743,
9371,0.000,25.000,1747.743,
9372,0.000,25.000,1747.743,
9373,0.000,25.000,1747.743,
9374,0.000,25.000,1747.743,
9375,0.000,25.000,1747.743,
9376,0.000,25.000,1747.743,
9377,0.000,25.000,1747.743,
9378,0.000,25.000,1747.743,
9379,0.000,25.000,1747.743,
9380,0.000,25.000,1747.743,
9381,0.000,25.000,1747.743,
9382,0.000,25.000,1747.743,
9383,0.000,25.000,1747.743,
9384,0.000,25.000,1747.743,
9385,0.000,25.000,1747.743,
9386,0.000,25.000,1747.743,
9387,0.000,25.000,1747.743,
9388,0.000,25.000,1747.743,
9389,0.000,25.000,1747.743,
9390,0.000,25.000,1747.743,
9391,0.000,25.000,1747.743,
9392,0.000,25.000,1747.743,
9393,0.000,25.000,1747.743,
9394,0.000,25.000,1747.743,
9395,0.000,25.000,1747.743,
9396,0.000,25.000,1747.743,
9397,0.000,25.000,1747.743,
9398,0.000,25.000,1747.743,
9399,0.000,25.000,1747.743,
9400,0.000,25.000,1747.743,
9401,0.000,25.000,1747.743,
9402,0.000,25.000,1747.743,
9403,0.000,25.000,1747.743,
9404,0.000,25.000,1747.743,
9405,0.000,25.000,1747.743,
9406,0.000,25.000,1747.743,
9407,0.000,25.000,1747.743,
9408,0.000,25.000,1747.743,
9409,0.000,25.000,1747.743,
9410,0.000,25.000,1747.743,
9411,0.000,25.000,1747.743,
9412,0.000,25.000,1747.743,
9413,0.000,25.000,1747.743,
9414,0.000,25.000,1747.743,
9415,0.000,25.000,1747.743,
9416,0.000,25.000,1747.743,
9417,0.000,25.000,1747.743,
9418,0.000,25.000,1747.743,
9419,0.000,25.000,1747.743,
9420,0.000,25.000,1747.743,
9421,0.000,25.000,1747.743,
9422,0.000,25.000,1747.743,
9423,0.000,25.000,1747.743,
9424,0.000,25.000,1747.743,
9425,0.000,25.000,1747.743,
9426,0.000,25.000,1747.743,
9427,0.000,25.000,1747.743,
9428,0.000,25.000,1747.743,
9429,0.000,25.000,1747.743,
9430,0.000,25.000,1747.743,
9431,0.000,25.000,1747.743,
9432,0.000,25.000,1747.743,
9433,0.000,25.000,1747.743,
9434,0.000,25.000,1747.743,
9435,0.000,25.000,1747.743,
9436,0.000,25.000,1747.743,
9437,0.000,25.000,1747.743,
9438,0.000,25.000,1747.743,
9439,0.000,25.000,1747.743,
9440,0.000,25.000,1747.743,
9441,0.000,25.000,1747.743,
9442,0.000,25.000,1747.743,
9443,0.000,25.000,1747.743,
9444,0.000,25.000,1747.743,
9445,0.000,25.000,1747.743,
9446,0.000,25.000,1747.743,
9447,0.000,25.000,1747.743,
9448,0.000,25.000,1747.743,
9449,0.000,25.000,1747.743,
9450,0.000,25.000,1747.743,
9451,0.000,25.000,1747.743,
9452,0.000,25.000,1747.743,
9453,0.000,25.000,1747.743,
9454,0.000,25.000,1747.743,
9455,0.000,25.000,1747.743,
9456,0.000,25.000,1747.743,
9457,0.000,25.000,1747.743,
9458,0.000,25.000,1747.743,
9459,0.000,25.000,1747.743,
9460,0.000,25.000,1747.743,
9461,0.000,25.000,1747.743,
9462,0.000,25.000,1747.743,
9463,0.000,25.000,1747.743,
9464,0.000,25.000,1747.743,
9465,0.000,25.000,1747.743,
9466,0.000,25.000,1747.743,
9467,0.000,25.000,1747.743,
9468,0.000,25.000,1747.743,
9469,0.000,25.000,1747.743,
9470,0.000,25.000,1747.743,
9471,0.000,25.000,1747.743,
9472,0.000,25.000,1747.743,
9473,0.000,25.000,1747.743,
9474,0.000,25.000,1747.743,
9475,0.000,25.000,1747.743,
9476,0.000,25.000,1747.743,
9477,0.000,25.000,1747.743,
9478,0.000,25.000,1747.743,
9479,0.000,25.000,1747.743,
9480,0.000,25.000,1747.743,
9481,0.000,25.000,1747.743,
9482,0.000,25.000,1747.743,
9483,0.000,25.000,1747.743,
9484,0.000,25.000,1747.743,
9485,0.000,25.000,1747.743,
9486,0.000,25.000,1747.743,
9487,0.000,25.000,1747.743,
9488,0.000,25.000,1747.743,
9489,0.000,25.000,1747.743,
9490,0.000,25.000,1747.743,
9491,0.000,25.000,1747.743,
9492,0.000,25.000,1747.743,
9493,0.000,25.000,1747.743,
9494,0.000,25.000,1747.743,
9495,0.000,25.000,1747.743,
9496,0.000,25.000,1747.743,
9497,0.000,25.000,1747.743,
9498,0.000,25.000,1747.743,
9499,0.000,25.000,1747.743,
9500,0.000,25.000,1747.743,
9501,0.000,25.000,1747.743,
9502,0.000,25.000,1747.743,
9503,0.000,25.000,1747.743,
9504,0.000,25.000,1747.743,
9505,0.000,25.000,1747.743,
9506,0.000,25.000,1747.743,
9507,0.000,25.000,1747.743,
9508,0.000,25.000,1747.743,
9509,0.000,25.000,1747.743,
9510,0.000,25.000,1747.743,
9511,0.000,25.000,1747.743,
9512,0.000,25.000,1747.743,
9513,0.000,25.000,1747.743,
9514,0.000,25.000,1747.743,
9515,0.000,25.000,1747.743,
9516,0.000,25.000,1747.743,
9517,0.000,25.000,1747.743,
9518,0.000,25.000,1747.743,
9519,0.000,25.000,1747.743,
9520,0.000,25.000,1747.743,
9521,0.000,25.000,1747.743,
9522,0.000,25.000,1747.743,
9523,0.000,25.000,1747.743,
9524,0.000,25.000,1747.743,
9525,0.000,25.000,1747.743,
9526,0.000,25.000,1747.743,
9527,0.000,25.000,1747.743,
9528,0.000,25.000,1747.743,
9529,0.000,25.000,1747.743,
9530,0.000,25.000,1747.743,
9531,0.000,25.000,1747.743,
9532,0.000,25.000,1747.743,
9533,0.000,25.000,1747.743,
9534,0.000,25.000,1747.743,
9535,0.000,25.000,1747.743,
9536,0.000,25.000,1747.743,
9537,0.000,25.000,1747.743,
9538,0.000,25.000,1747.743,
9539,0.000,25.000,1747.743,
9540,0.000,25.000,1747.743,
9541,0.000,25.000,1747.743,
9542,0.000,25.000,1747.743,
9543,0.000,25.000,1747.743,
9544,0.000,25.000,1747.743,
9545,0.000,25.000,1747.743,
9546,0.000,25.000,1747.743,
9547,0.000,25.000,1747.743,
9548,0.000,25.000,1747.743,
9549,0.000,25.000,1747.743,
9550,0.000,25.000,1747.743,
9551,0.000,25.000,1747.743,
9552,0.000,25.000,1747.743,
9553,0.000,25.000,1747.743,
9554,0.000,25.000,1747.743,
9555,0.000,25.000,1747.743,
9556,0.000,25.000,1747.743,
9557,0.000,25.000,1747.743,
9558,0.000,25.000,1747.743,
9559,0.000,25.000,1747.743,
9560,0.000,25.000,1747.743,
9561,0.000,25.000,1747.743,
9562,0.000,25.000,1747.743,
9563,0.000,25.000,1747.743,
9564,0.000,25.000,1747.743,
9565,0.000,25.000,1747.743,
9566,0.000,25.000,1747.743,
9567,0.000,25.000,1747.743,
9568,0.000,25.000,1747.743,
9569,0.000,25.000,1747.743,
9570,0.000,25.000,1747.743,
9571,0.000,25.000,1747.743,
9572,0.000,25.000,1747.743,
9573,0.000,25.000,1747.743,
9574,0.000,25.000,1747.743,
9575,0.000,25.000,1747.743,
9576,0.000,25.000,1747.743,
9577,0.000,25.000,1747.743,
9578,0.000,25.000,1747.743,
9579,0.000,25.000,1747.743,
9580,0.000,25.000,1747.743,
9581,0.000,25.000,1747.743,
9582,0.000,25.000,1747.743,
9583,0.000,25.000,1747.743,
9584,0.000,25.000,1747.743,
9585,0.000,25.000,1747.743,
9586,0.000,25.000,1747.743,
9587,0.000,25.000,1747.743,
9588,0.000,25.000,1747.743,
9589,0.000,25.000,1747.743,
9590,0.000,25.000,1747.743,
9591,0.000,25.000,1747.743,
9592,0.000,25.000,1747.743,
9593,0.000,25.000,1747.743,
9594,0.000,25.000,1747.743,
9595,0.000,25.000,1747.743,
9596,0.000,25.000,1747.743,
9597,0.000,25.000,1747.743,
9598,0.000,25.000,1747.743,
9599,0.000,25.000,1747.743,
9600,0.000,25.000,1747.743,
9601,0.000,25.000,1747.743,
9602,0.000,25.000,1747.743,
9603,0.000,25.000,1747.743,
9604,0.000,25.000,1747.743,
9605,0.000,25.000,1747.743,
9606,0.000,25.000,1747.743,
9607,0.000,25.000,1747.743,
9608,0.000,25.000,1747.743,
9609,0.000,25.000,1747.743,
9610,0.000,25.000,1747.743,
9611,0.000,25.000,1747.743,
9612,0.000,25.000,1747.743,
9613,0.000,25.000,1747.743,
9614,0.000,25.000,1747.743,
9615,0.000,25.000,1747.743,
9616,0.000,25.000,1747.743,
9617,0.000,25.000,1747.743,
9618,0.000,25.000,1747.743,
9619,0.000,25.000,1747.743,
9620,0.000,25.000,1747.743,
9621,0.000,25.000,1747.743,
9622,0.000,25.000,1747.743,
9623,0.000,25.000,1747.743,
9624,0.000,25.000,1747.743,
9625,0.000,25.000,1747.743,
9626,0.000,25.000,1747.743,
9627,0.000,25.000,1747.743,
9628,0.000,25.000,1747.743,
9629,0.000,25.000,1747.743,
9630,0.000,25.000,1747.743,
9631,0.000,25.000,1747.743,
9632,0.000,25.000,1747.743,
9633,0.000,25.000,1747.743,
9634,0.000,25.000,1747.743,
9635,0.000,25.000,1747.743,
9636,0.000,25.000,1747.743,
9637,0.000,25.000,1747.743,
9638,0.000,25.000,1747.743,
9639,0.000,25.000,1747.743,
9640,0.000,25.000,1747.743,
9641,0.000,25.000,1747.743,
9642,0.000,25.000,1747.743,
9643,0.000,25.000,1747.743,
9644,0.000,25.000,1747.743,
9645,0.000,25.000,1747.743,
9646,0.000,25.000,1747.743,
9647,0.000,25.000,1747.743,
9648,0.000,25.000,1747.743,
9649,0.000,25.000,1747.743,
9650,0.000,25.000,1747.743,
9651,0.000,25.000,1747.743,
9652,0.000,25.000,1747.743,
9653,0.000,25.000,1747.743,
9654,0.000,25.000,1747.743,
9655,0.000,25.000,1747.743,
9656,0.000,25.000,1747.743,
9657,0.000,25.000,1747.743,
9658,0.000,25.000,1747.743,
9659,0.000,25.000,1747.743,
9660,0.000,25.000,1747.743,
9661,0.000,25.000,1747.743,
9662,0.000,25.000,1747.743,
9663,0.000,25.000,1747.743,
9664,0.000,25.000,1747.743,
9665,0.000,25.000,1747.743,
9666,0.000,25.000,1747.743,
9667,0.000,25.000,1747.743,
9668,0.000,25.000,1747.743,
9669,0.000,25.000,1747.743,
9670,0.000,25.000,1747.743,
9671,0.000,25.000,1747.743,
9672,0.000,25.000,1747.743,
9673,0.000,25.000,1747.743,
9674,0.000,25.000,1747.743,
9675,0.000,25.000,1747.743,
9676,0.000,25.000,1747.743,
9677,0.000,25.000,1747.743,
9678,0.000,25.000,1747.743,
9679,0.000,25.000,1747.743,
9680,0.000,25.000,1747.743,
9681,0.000,25.000,1747.743,
9682,0.000,25.000,1747.743,
9683,0.000,25.000,1747.743,
9684,0.000,25.000,1747.743,
9685,0.000,25.000,1747.743,
9686,0.000,25.000,1747.743,
9687,0.000,25.000,1747.743,
9688,0.000,25.000,1747.743,
9689,0.000,25.000,1747.743,
9690,0.000,25.000,1747.743,
9691,0.000,25.000,1747.743,
9692,0.000,25.000,1747.743,
9693,0.000,25.000,1747.743,
